,index,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
350,0,602,602 Marianna (A906 DJ),10:24,11:42,13:00,02:36,23:20:22,"+12 57'25""",12.5,2.31,1.56,128.38,161.2,-44.20,20231109
351,1,678,678 Fredegundis (A909 BQ),11:16,12:16,13:16,01:59,23:54:27,"+10 31'16""",12.3,2.03,1.19,136.04,163.2,-49.92,20231109
352,2,120,120 Lachesis (A872 GB),11:57,13:21,14:44,02:46,00:58:58,"+13 44'21""",12.9,3.28,2.37,152.13,151.5,-49.23,20231109
353,3,639,639 Latona (A907 OA),11:40,13:35,15:31,03:50,01:13:39,"+20 48'44""",12.5,2.76,1.82,155.91,144.1,-41.92,20231109
354,4,123,123 Brunhild (A872 OB),11:53,13:46,15:40,03:47,01:24:58,"+20 18'19""",12.4,2.43,1.48,158.59,142.5,-42.05,20231109
355,5,135,135 Hertha (A874 DA),12:34,13:51,15:09,02:34,01:29:51,"+12 50'10""",11.1,2.17,1.22,159.33,146.0,-49.15,20231109
356,6,122,122 Gerda (A872 OA),13:18,14:04,14:50,01:32,01:42:10,"+09 11'18""",12.6,3.25,2.30,161.01,145.0,-51.87,20231109
357,7,509,509 Iolanda (A903 HD),13:12,14:29,15:45,02:33,02:07:10,"+12 41'54""",12.3,2.79,1.81,168.02,137.9,-46.38,20231109
358,8,127,127 Johanna (A872 VB),13:01,14:30,15:59,02:57,02:08:21,"+14 45'25""",12.4,2.73,1.75,168.87,136.8,-44.38,20231109
359,9,595,595 Polyxena (A906 FL),12:38,14:36,16:34,03:55,02:14:34,"+21 33'04""",12.6,3.22,2.25,169.47,132.4,-37.56,20231109
360,10,21,21 Lutetia (A852 VA),13:46,14:52,15:58,02:11,02:30:49,"+11 13'14""",10.1,2.25,1.26,172.21,133.1,-44.96,20231109
361,11,93,93 Minerva (A867 QA),12:58,15:07,17:16,04:17,02:45:55,"+25 05'02""",12.1,2.95,1.97,171.32,124.3,-31.19,20231109
362,12,119,119 Althaea (A872 GA),13:53,15:08,16:23,02:30,02:46:40,"+12 29'12""",11.3,2.39,1.40,175.51,129.0,-41.78,20231109
363,13,132,132 Aethra (A873 LA),12:51,15:23,17:56,05:04,03:02:00,"+38 04'08""",12.4,2.48,1.53,158.47,115.1,-18.22,20231109
364,14,139,139 Juewa (A874 TA),13:19,15:42,18:06,04:46,03:21:12,"+31 32'34""",12.3,2.92,1.96,163.84,114.6,-21.58,20231109
365,15,241,241 Germania (A884 RA),13:36,15:42,17:47,04:10,03:20:38,"+23 54'58""",11.8,2.87,1.89,170.39,117.6,-27.80,20231109
366,16,409,409 Aspasia (A895 XC),13:43,15:43,17:43,03:59,03:22:11,"+22 07'28""",11.4,2.76,1.78,171.36,117.8,-29.00,20231109
367,17,154,154 Bertha (A875 VD),13:32,15:48,18:03,04:30,03:26:38,"+27 45'10""",12.7,3.40,2.43,166.55,114.9,-23.93,20231109
368,18,90,90 Antiope (A866 TA),14:07,15:51,17:36,03:28,03:30:10,"+17 56'52""",12.9,3.12,2.14,171.26,117.3,-31.01,20231109
369,19,144,144 Vibilia (A875 LA),14:26,15:59,17:32,03:05,03:38:06,"+15 31'10""",10.5,2.12,1.14,169.34,116.2,-31.52,20231109
370,20,895,895 Helio (A918 NA),13:31,16:05,18:39,05:07,03:44:03,"+39 56'22""",12.5,2.79,1.86,154.26,107.0,-12.08,20231109
371,21,363,363 Padua (A893 FD),14:33,16:22,18:11,03:37,04:00:30,"+19 05'10""",12.8,2.63,1.66,163.98,110.1,-25.22,20231109
372,22,481,481 Emita (A902 CB),14:43,16:23,18:03,03:20,04:01:50,"+17 03'02""",11.8,2.31,1.34,163.76,110.3,-26.40,20231109
373,23,182,182 Elsa (A878 CC),14:41,16:24,18:06,03:24,04:02:33,"+17 27'15""",11.2,1.96,0.994,163.59,110.0,-25.99,20231109
374,24,24,24 Themis (A853 GA),14:30,16:27,18:23,03:53,04:05:31,"+21 13'56""",11.8,3.09,2.13,162.47,108.4,-22.89,20231109
375,25,503,503 Evelyn (A903 BL),14:45,16:36,18:27,03:41,04:14:59,"+19 31'42""",12.6,2.39,1.44,160.54,106.7,-22.42,20231109
376,26,70,70 Panopaea (A861 JA),14:29,16:37,18:45,04:16,04:16:03,"+24 51'13""",12.2,2.75,1.80,159.15,105.2,-18.64,20231109
377,27,65,65 Cybele (A861 EB),15:02,16:41,18:19,03:17,04:19:30,"+16 39'09""",12.6,3.82,2.87,159.52,106.2,-23.50,20231109
378,28,113,113 Amalthea (A871 EA),15:18,16:43,18:08,02:50,04:21:42,"+14 05'07""",12.1,2.54,1.59,158.71,106.2,-24.73,20231109
379,29,346,346 Hermentaria (A892 WC),15:26,16:53,18:20,02:53,04:32:01,"+14 22'49""",11.1,2.55,1.62,156.29,103.6,-22.59,20231109
380,30,306,306 Unitas (A891 EA),15:59,16:55,17:50,01:50,04:33:39,"+10 01'45""",12.3,2.42,1.49,154.90,103.9,-24.90,20231109
381,31,358,358 Apollonia (A893 EC),15:21,17:00,18:39,03:17,04:39:26,"+16 44'37""",12.7,2.44,1.51,154.76,101.5,-19.73,20231109
382,32,95,95 Arethusa (A867 WA),15:04,17:05,19:06,04:01,04:43:47,"+22 27'50""",11.9,2.63,1.71,153.52,99.51,-15.39,20231109
383,33,758,758 Mancunia (A912 KB),15:30,17:08,18:45,03:15,04:46:38,"+16 29'17""",12.5,2.72,1.80,153.02,99.83,-18.51,20231109
384,34,480,480 Hansa (A901 KB),15:27,17:15,19:03,03:35,04:53:50,"+18 47'07""",12.0,2.54,1.62,151.40,97.78,-15.76,20231109
385,35,498,498 Tokio (A902 XA),16:15,17:53,19:30,03:14,05:31:52,"+16 25'34""",12.8,2.52,1.66,142.22,89.08,-9.59,20231109
386,36,389,389 Industria (A894 EE),15:38,17:57,20:16,04:38,05:36:14,"+29 27'59""",12.3,2.68,1.84,140.75,86.91,-1.75,20231109
387,37,159,159 Aemilia (A876 BA),16:36,18:11,19:47,03:10,05:50:30,"+15 59'30""",12.9,2.84,2.03,137.72,84.66,-5.98,20231109
388,38,37,37 Fides (A855 TB),16:16,18:32,20:48*,04:16,06:11:14,"+27 50'40""",10.7,2.18,1.38,133.31,79.32,4.04,20231109
389,39,488,488 Kreusa (A902 MC),16:32,18:33,20:33,04:00,06:11:47,"+22 12'37""",12.9,3.02,2.25,133.22,79.31,1.46,20231109
390,40,704,704 Interamnia (A910 TC),16:07,18:33,20:59*,04:25,06:12:05,"+33 03'56""",10.9,2.78,2.01,132.63,79.12,6.68,20231109
391,41,776,776 Berbericia (A914 BE),16:44,18:46,20:48*,03:49,06:24:59,"+22 44'55""",11.8,2.59,1.84,130.20,76.25,4.40,20231109
392,42,4,4 Vesta (A807 FA),17:03,18:52,20:41*,03:30,06:31:14,"+19 07'19""",7.33,2.57,1.84,128.45,74.82,4.03,20231109
393,43,9,9 Metis (A848 HA),16:47,18:53,20:59*,03:46,06:32:22,"+24 13'39""",9.56,2.09,1.33,128.57,74.56,6.58,20231109
394,44,48,48 Doris (A857 SA),17:37,19:05,20:33*,02:55,06:44:24,"+14 33'37""",12.1,2.91,2.23,124.66,71.74,4.77,20231109
395,45,5,5 Astraea (A845 XA),17:33,19:09,20:45*,02:59,06:48:23,"+16 07'24""",10.8,2.28,1.57,123.98,70.76,6.33,20231109
396,46,92,92 Undina (A867 NA),18:12,20:06,22:01*,02:21,07:45:50,"+20 32'57""",12.6,3.32,2.83,111.30,57.38,20.57,20231109
397,47,128,128 Nemesis (A872 WA),18:58,20:58*,22:58*,01:34,08:37:47,"+22 02'37""",12.8,2.68,2.32,99.78,45.75,32.43,20231109
398,48,78,78 Diana (A863 EA),19:01,21:13*,23:25*,01:31,08:52:57,"+26 17'11""",12.6,2.13,1.76,97.49,43.75,36.98,20231109
399,49,71,71 Niobe (A861 PA),18:53,21:15*,23:38*,01:40,08:54:51,"+31 07'31""",12.4,2.91,2.60,98.31,45.30,38.50,20231109
400,0,602,602 Marianna (A906 DJ),10:20,11:38,12:57,02:36,23:20:28,"+12 57'38""",12.5,2.31,1.57,127.47,161.0,-44.21,20231110
401,1,678,678 Fredegundis (A909 BQ),11:13,12:12,13:12,01:58,23:54:33,"+10 26'54""",12.3,2.03,1.20,135.07,168.3,-49.99,20231110
402,2,120,120 Lachesis (A872 GB),11:53,13:16,14:39,02:45,00:58:24,"+13 40'50""",12.9,3.28,2.38,151.01,162.9,-49.30,20231110
403,3,639,639 Latona (A907 OA),11:36,13:31,15:26,03:50,01:13:05,"+20 41'53""",12.5,2.76,1.83,154.91,155.2,-42.05,20231110
404,4,123,123 Brunhild (A872 OB),11:49,13:42,15:35,03:46,01:24:15,"+20 12'29""",12.4,2.43,1.48,157.56,154.0,-42.18,20231110
405,5,135,135 Hertha (A874 DA),12:30,13:47,15:04,02:34,01:29:10,"+12 46'09""",11.2,2.18,1.22,158.15,158.0,-49.26,20231110
406,6,122,122 Gerda (A872 OA),13:14,13:59,14:44,01:30,01:41:31,"+09 07'28""",12.6,3.25,2.30,159.84,157.1,-51.98,20231110
407,7,509,509 Iolanda (A903 HD),13:08,14:24,15:39,02:31,02:06:29,"+12 32'37""",12.4,2.79,1.81,166.81,150.1,-46.58,20231110
408,8,127,127 Johanna (A872 VB),12:56,14:25,15:54,02:57,02:07:26,"+14 43'34""",12.4,2.73,1.75,167.65,149.0,-44.50,20231110
409,9,595,595 Polyxena (A906 FL),12:33,14:31,16:29,03:55,02:13:38,"+21 32'31""",12.7,3.23,2.25,168.55,144.3,-37.65,20231110
410,10,21,21 Lutetia (A852 VA),13:42,14:47,15:53,02:10,02:29:50,"+11 10'19""",10.2,2.25,1.27,171.09,145.2,-45.13,20231110
411,11,93,93 Minerva (A867 QA),12:54,15:02,17:11,04:17,02:44:55,"+25 02'30""",12.1,2.95,1.97,171.31,136.4,-31.34,20231110
412,12,119,119 Althaea (A872 GA),13:49,15:03,16:18,02:28,02:45:47,"+12 22'33""",11.3,2.39,1.41,174.60,141.1,-41.99,20231110
413,13,132,132 Aethra (A873 LA),12:46,15:18,17:50,05:04,03:00:48,"+37 53'14""",12.4,2.47,1.52,159.01,126.6,-18.50,20231110
414,14,139,139 Juewa (A874 TA),13:14,15:37,18:01,04:46,03:20:09,"+31 32'05""",12.3,2.92,1.96,164.53,126.5,-21.72,20231110
415,15,241,241 Germania (A884 RA),13:32,15:37,17:42,04:10,03:19:46,"+23 50'34""",11.8,2.87,1.89,171.39,129.7,-27.98,20231110
416,16,409,409 Aspasia (A895 XC),13:39,15:39,17:38,03:59,03:21:14,"+22 00'23""",11.4,2.76,1.78,172.51,130.0,-29.23,20231110
417,17,154,154 Bertha (A875 VD),13:27,15:43,17:58,04:31,03:25:39,"+27 46'51""",12.6,3.40,2.43,167.39,127.0,-24.04,20231110
418,18,90,90 Antiope (A866 TA),14:02,15:47,17:31,03:28,03:29:20,"+17 54'23""",12.9,3.12,2.14,172.46,129.5,-31.18,20231110
419,19,144,144 Vibilia (A875 LA),14:21,15:54,17:27,03:05,03:37:08,"+15 30'40""",10.4,2.13,1.14,170.50,128.2,-31.69,20231110
420,20,895,895 Helio (A918 NA),13:27,16:00,18:34,05:07,03:43:07,"+39 48'09""",12.5,2.79,1.86,155.09,118.6,-12.30,20231110
421,21,363,363 Padua (A893 FD),14:28,16:17,18:06,03:37,03:59:35,"+19 04'44""",12.7,2.63,1.66,165.20,122.2,-25.38,20231110
422,22,481,481 Emita (A902 CB),14:38,16:18,17:59,03:21,04:00:54,"+17 05'14""",11.8,2.31,1.34,164.96,122.3,-26.53,20231110
423,23,182,182 Elsa (A878 CC),14:37,16:19,18:01,03:24,04:01:42,"+17 25'18""",11.2,1.96,0.991,164.78,122.1,-26.16,20231110
424,24,24,24 Themis (A853 GA),14:25,16:22,18:19,03:53,04:04:45,"+21 12'04""",11.8,3.09,2.12,163.66,120.6,-23.04,20231110
425,25,503,503 Evelyn (A903 BL),14:41,16:31,18:22,03:41,04:14:09,"+19 31'44""",12.6,2.39,1.43,161.73,118.8,-22.56,20231110
426,26,70,70 Panopaea (A861 JA),14:24,16:32,18:40,04:16,04:15:03,"+24 53'03""",12.2,2.75,1.80,160.34,117.4,-18.78,20231110
427,27,65,65 Cybele (A861 EB),14:58,16:36,18:14,03:16,04:18:50,"+16 36'58""",12.6,3.82,2.87,160.65,118.2,-23.65,20231110
428,28,113,113 Amalthea (A871 EA),15:13,16:38,18:03,02:49,04:20:49,"+14 02'32""",12.0,2.54,1.58,159.85,118.1,-24.93,20231110
429,29,346,346 Hermentaria (A892 WC),15:21,16:48,18:15,02:53,04:31:13,"+14 22'56""",11.0,2.55,1.61,157.43,115.5,-22.74,20231110
430,30,306,306 Unitas (A891 EA),15:55,16:50,17:44,01:49,04:32:45,"+09 58'16""",12.2,2.43,1.49,155.96,115.6,-25.11,20231110
431,31,358,358 Apollonia (A893 EC),15:17,16:56,18:35,03:17,04:38:47,"+16 41'36""",12.6,2.44,1.50,155.89,113.4,-19.89,20231110
432,32,95,95 Arethusa (A867 WA),15:00,17:00,19:01,04:01,04:43:07,"+22 21'28""",11.9,2.63,1.70,154.69,111.6,-15.58,20231110
433,33,758,758 Mancunia (A912 KB),15:25,17:03,18:41,03:15,04:46:00,"+16 28'35""",12.5,2.72,1.79,154.15,111.7,-18.64,20231110
434,34,480,480 Hansa (A901 KB),15:23,17:10,18:57,03:34,04:53:08,"+18 36'34""",12.0,2.54,1.62,152.56,109.8,-16.01,20231110
435,35,498,498 Tokio (A902 XA),16:11,17:48,19:26,03:15,05:31:15,"+16 26'42""",12.8,2.52,1.65,143.35,100.9,-9.70,20231110
436,36,389,389 Industria (A894 EE),15:33,17:53,20:12,04:38,05:35:43,"+29 27'02""",12.3,2.68,1.83,141.86,98.98,-1.85,20231110
437,37,159,159 Aemilia (A876 BA),16:32,18:07,19:42,03:10,05:50:10,"+15 58'25""",12.9,2.84,2.02,138.79,96.43,-6.06,20231110
438,38,37,37 Fides (A855 TB),16:12,18:28,20:44*,04:21,06:11:10,"+27 52'57""",10.6,2.18,1.37,134.32,91.29,4.05,20231110
439,39,488,488 Kreusa (A902 MC),16:28,18:28,20:29,04:00,06:11:32,"+22 15'24""",12.8,3.02,2.24,134.28,91.25,1.43,20231110
440,40,704,704 Interamnia (A910 TC),16:03,18:29,20:54*,04:31,06:11:43,"+33 01'42""",10.9,2.78,2.00,133.69,91.12,6.59,20231110
441,41,776,776 Berbericia (A914 BE),16:39,18:42,20:44*,03:54,06:24:46,"+22 51'29""",11.8,2.59,1.83,131.25,88.20,4.41,20231110
442,42,4,4 Vesta (A807 FA),16:59,18:48,20:37*,03:35,06:31:03,"+19 08'15""",7.31,2.57,1.83,129.49,86.67,4.00,20231110
443,43,9,9 Metis (A848 HA),16:43,18:49,20:56*,03:51,06:32:29,"+24 17'08""",9.54,2.09,1.32,129.55,86.47,6.63,20231110
444,44,48,48 Doris (A857 SA),17:33,19:01,20:29,02:55,06:44:21,"+14 30'51""",12.1,2.91,2.22,125.65,83.36,4.74,20231110
445,45,5,5 Astraea (A845 XA),17:29,19:05,20:41*,03:04,06:48:37,"+16 05'35""",10.8,2.27,1.56,124.92,82.39,6.37,20231110
446,46,92,92 Undina (A867 NA),18:08,20:03,21:57*,02:25,07:46:00,"+20 34'16""",12.5,3.32,2.82,112.26,69.22,20.62,20231110
447,47,128,128 Nemesis (A872 WA),18:55,20:55*,22:54*,01:38,08:38:27,"+22 02'56""",12.8,2.68,2.31,100.64,57.56,32.58,20231110
448,48,78,78 Diana (A863 EA),18:59,21:11*,23:22*,01:34,08:54:15,"+26 13'11""",12.5,2.13,1.74,98.19,55.37,37.24,20231110
449,49,71,71 Niobe (A861 PA),18:49,21:12*,23:34*,01:44,08:55:26,"+31 05'10""",12.4,2.91,2.58,99.16,56.92,38.61,20231110
450,0,602,602 Marianna (A906 DJ),10:16,11:35,12:53,02:36,23:20:36,"+12 57'57""",12.5,2.31,1.58,126.55,154.6,-44.22,20231111
451,1,678,678 Fredegundis (A909 BQ),11:10,12:09,13:07,01:57,23:54:40,"+10 22'42""",12.4,2.03,1.21,134.11,163.3,-50.07,20231111
452,2,120,120 Lachesis (A872 GB),11:49,13:12,14:34,02:44,00:57:52,"+13 37'22""",12.9,3.28,2.38,149.90,172.2,-49.36,20231111
453,3,639,639 Latona (A907 OA),11:32,13:26,15:21,03:49,01:12:33,"+20 35'02""",12.5,2.76,1.83,153.91,164.9,-42.18,20231111
454,4,123,123 Brunhild (A872 OB),11:44,13:37,15:30,03:45,01:23:33,"+20 06'40""",12.4,2.42,1.48,156.51,164.6,-42.30,20231111
455,5,135,135 Hertha (A874 DA),12:26,13:42,14:59,02:33,01:28:30,"+12 42'15""",11.2,2.18,1.23,156.99,170.1,-49.35,20231111
456,6,122,122 Gerda (A872 OA),13:10,13:55,14:39,01:29,01:40:54,"+09 03'42""",12.6,3.25,2.31,158.67,169.3,-52.09,20231111
457,7,509,509 Iolanda (A903 HD),13:05,14:19,15:34,02:28,02:05:50,"+12 23'25""",12.4,2.79,1.82,165.60,162.4,-46.79,20231111
458,8,127,127 Johanna (A872 VB),12:51,14:20,15:49,02:57,02:06:32,"+14 41'44""",12.4,2.73,1.76,166.43,161.3,-44.61,20231111
459,9,595,595 Polyxena (A906 FL),12:28,14:26,16:24,03:55,02:12:44,"+21 31'55""",12.7,3.23,2.25,167.59,156.3,-37.74,20231111
460,10,21,21 Lutetia (A852 VA),13:37,14:42,15:47,02:10,02:28:53,"+11 07'29""",10.2,2.25,1.27,169.94,157.3,-45.29,20231111
461,11,93,93 Minerva (A867 QA),12:49,14:57,17:06,04:17,02:43:55,"+24 59'53""",12.1,2.95,1.97,171.12,148.5,-31.49,20231111
462,12,119,119 Althaea (A872 GA),13:45,14:58,16:12,02:27,02:44:55,"+12 15'58""",11.3,2.39,1.41,173.57,153.2,-42.21,20231111
463,13,132,132 Aethra (A873 LA),12:41,15:13,17:45,05:03,02:59:35,"+37 41'58""",12.4,2.47,1.52,159.48,138.0,-18.78,20231111
464,14,139,139 Juewa (A874 TA),13:09,15:32,17:56,04:46,03:19:05,"+31 31'27""",12.3,2.92,1.95,165.15,138.5,-21.86,20231111
465,15,241,241 Germania (A884 RA),13:27,15:32,17:37,04:10,03:18:54,"+23 46'05""",11.8,2.87,1.89,172.32,142.0,-28.16,20231111
466,16,409,409 Aspasia (A895 XC),13:35,15:34,17:33,03:58,03:20:17,"+21 53'13""",11.4,2.76,1.78,173.63,142.4,-29.46,20231111
467,17,154,154 Bertha (A875 VD),13:22,15:38,17:54,04:31,03:24:40,"+27 48'25""",12.6,3.40,2.43,168.17,139.2,-24.15,20231111
468,18,90,90 Antiope (A866 TA),13:58,15:42,17:26,03:27,03:28:29,"+17 51'53""",12.8,3.12,2.14,173.66,141.7,-31.34,20231111
469,19,144,144 Vibilia (A875 LA),14:17,15:49,17:22,03:05,03:36:09,"+15 30'11""",10.4,2.13,1.14,171.64,140.4,-31.86,20231111
470,20,895,895 Helio (A918 NA),13:22,15:55,18:29,05:07,03:42:10,"+39 39'41""",12.5,2.78,1.85,155.89,130.2,-12.53,20231111
471,21,363,363 Padua (A893 FD),14:23,16:12,18:01,03:37,03:58:40,"+19 04'15""",12.7,2.63,1.65,166.42,134.5,-25.55,20231111
472,22,481,481 Emita (A902 CB),14:33,16:13,17:54,03:21,03:59:58,"+17 07'26""",11.7,2.31,1.33,166.16,134.5,-26.67,20231111
473,23,182,182 Elsa (A878 CC),14:32,16:14,17:56,03:23,04:00:50,"+17 23'20""",11.1,1.96,0.989,165.96,134.3,-26.34,20231111
474,24,24,24 Themis (A853 GA),14:21,16:17,18:14,03:53,04:03:58,"+21 10'09""",11.7,3.09,2.12,164.85,132.9,-23.19,20231111
475,25,70,70 Panopaea (A861 JA),14:19,16:27,18:35,04:16,04:14:01,"+24 54'47""",12.2,2.75,1.79,161.54,129.8,-18.93,20231111
476,26,503,503 Evelyn (A903 BL),14:36,16:27,18:17,03:41,04:13:19,"+19 31'44""",12.5,2.39,1.43,162.93,131.0,-22.71,20231111
477,27,65,65 Cybele (A861 EB),14:53,16:31,18:09,03:16,04:18:09,"+16 34'46""",12.5,3.82,2.87,161.79,130.3,-23.79,20231111
478,28,113,113 Amalthea (A871 EA),15:08,16:33,17:58,02:49,04:19:55,"+13 59'57""",12.0,2.54,1.58,160.99,130.1,-25.12,20231111
479,29,346,346 Hermentaria (A892 WC),15:17,16:44,18:10,02:53,04:30:25,"+14 23'05""",11.0,2.56,1.61,158.56,127.5,-22.89,20231111
480,30,306,306 Unitas (A891 EA),15:51,16:45,17:39,01:48,04:31:51,"+09 54'51""",12.2,2.43,1.48,157.01,127.3,-25.32,20231111
481,31,358,358 Apollonia (A893 EC),15:13,16:51,18:30,03:16,04:38:06,"+16 38'36""",12.6,2.44,1.50,157.03,125.5,-20.05,20231111
482,32,95,95 Arethusa (A867 WA),14:55,16:56,18:56,04:00,04:42:25,"+22 15'01""",11.9,2.63,1.70,155.87,123.9,-15.77,20231111
483,33,758,758 Mancunia (A912 KB),15:21,16:58,18:36,03:15,04:45:21,"+16 27'53""",12.5,2.72,1.79,155.28,123.8,-18.77,20231111
484,34,480,480 Hansa (A901 KB),15:19,17:05,18:52,03:32,04:52:23,"+18 25'56""",12.0,2.54,1.61,153.73,122.0,-16.25,20231111
485,35,317,317 Roxane (A891 RD),15:31,17:23,19:16,03:44,05:10:17,"+19 59'19""",13.0,2.26,1.35,149.52,117.6,-11.91,20231111
486,36,498,498 Tokio (A902 XA),16:06,17:44,19:21,03:15,05:30:36,"+16 27'53""",12.8,2.52,1.65,144.49,113.0,-9.83,20231111
487,37,389,389 Industria (A894 EE),15:29,17:48,20:07,04:38,05:35:10,"+29 26'00""",12.2,2.68,1.82,142.97,111.2,-1.96,20231111
488,38,159,159 Aemilia (A876 BA),16:28,18:03,19:38,03:10,05:49:49,"+15 57'21""",12.9,2.84,2.01,139.85,108.4,-6.14,20231111
489,39,37,37 Fides (A855 TB),16:08,18:24,20:40*,04:26,06:11:04,"+27 55'15""",10.6,2.18,1.36,135.33,103.4,4.05,20231111
490,40,488,488 Kreusa (A902 MC),16:24,18:24,20:25,04:00,06:11:16,"+22 18'13""",12.8,3.01,2.23,135.35,103.4,1.40,20231111
491,41,704,704 Interamnia (A910 TC),15:58,18:24,20:50*,04:36,06:11:18,"+32 59'24""",10.9,2.78,1.99,134.75,103.3,6.50,20231111
492,42,776,776 Berbericia (A914 BE),16:35,18:37,20:40*,03:59,06:24:32,"+22 58'08""",11.8,2.59,1.82,132.32,100.3,4.41,20231111
493,43,4,4 Vesta (A807 FA),16:54,18:44,20:33,03:38,06:30:50,"+19 09'14""",7.29,2.57,1.82,130.55,98.69,3.96,20231111
494,44,9,9 Metis (A848 HA),16:39,18:45,20:52*,03:55,06:32:34,"+24 20'41""",9.52,2.09,1.31,130.54,98.55,6.67,20231111
495,45,48,48 Doris (A857 SA),17:30,18:57,20:24,02:54,06:44:16,"+14 28'07""",12.1,2.91,2.21,126.65,95.16,4.71,20231111
496,46,5,5 Astraea (A845 XA),17:26,19:02,20:37*,03:08,06:48:50,"+16 03'49""",10.8,2.27,1.55,125.86,94.20,6.40,20231111
497,47,92,92 Undina (A867 NA),18:04,19:59,21:53*,02:30,07:46:09,"+20 35'40""",12.5,3.32,2.81,113.24,81.25,20.66,20231111
498,48,128,128 Nemesis (A872 WA),18:52,20:52*,22:51*,01:42,08:39:06,"+22 03'21""",12.7,2.68,2.30,101.50,69.53,32.72,20231111
499,49,71,71 Niobe (A861 PA),18:46,21:08*,23:31*,01:48,08:56:00,"+31 02'52""",12.3,2.91,2.57,100.01,68.77,38.72,20231111
500,0,602,602 Marianna (A906 DJ),10:12,11:31,12:49,02:36,23:20:46,"+12 58'22""",12.5,2.31,1.58,125.65,145.0,-44.23,20231112
501,1,678,678 Fredegundis (A909 BQ),11:07,12:05,13:03,01:55,23:54:49,"+10 18'41""",12.4,2.03,1.21,133.15,153.1,-50.14,20231112
502,2,120,120 Lachesis (A872 GB),11:45,13:07,14:29,02:44,00:57:20,"+13 33'58""",12.9,3.28,2.39,148.78,168.4,-49.42,20231112
503,3,639,639 Latona (A907 OA),11:28,13:22,15:16,03:48,01:12:01,"+20 28'13""",12.5,2.76,1.84,152.90,168.1,-42.30,20231112
504,4,123,123 Brunhild (A872 OB),11:40,13:33,15:25,03:45,01:22:53,"+20 00'51""",12.5,2.42,1.49,155.46,170.0,-42.42,20231112
505,5,135,135 Hertha (A874 DA),12:21,13:38,14:54,02:32,01:27:51,"+12 38'28""",11.2,2.18,1.24,155.82,175.8,-49.45,20231112
506,6,122,122 Gerda (A872 OA),13:06,13:50,14:34,01:27,01:40:17,"+09 00'01""",12.6,3.25,2.32,157.50,177.4,-52.19,20231112
507,7,127,127 Johanna (A872 VB),12:47,14:15,15:44,02:56,02:05:38,"+14 39'56""",12.4,2.73,1.76,165.22,173.8,-44.72,20231112
508,8,509,509 Iolanda (A903 HD),13:01,14:15,15:28,02:26,02:05:11,"+12 14'17""",12.4,2.79,1.82,164.39,174.8,-46.99,20231112
509,9,595,595 Polyxena (A906 FL),12:24,14:21,16:19,03:55,02:11:49,"+21 31'16""",12.7,3.23,2.26,166.59,167.9,-37.83,20231112
510,10,21,21 Lutetia (A852 VA),13:33,14:37,15:42,02:09,02:27:56,"+11 04'44""",10.2,2.25,1.27,168.77,169.3,-45.45,20231112
511,11,93,93 Minerva (A867 QA),12:44,14:52,17:01,04:16,02:42:56,"+24 57'10""",12.1,2.96,1.97,170.77,160.6,-31.64,20231112
512,12,119,119 Althaea (A872 GA),13:41,14:54,16:06,02:25,02:44:02,"+12 09'27""",11.4,2.40,1.41,172.48,165.3,-42.42,20231112
513,13,132,132 Aethra (A873 LA),12:36,15:08,17:40,05:03,02:58:22,"+37 30'20""",12.4,2.47,1.51,159.89,149.1,-19.07,20231112
514,14,139,139 Juewa (A874 TA),13:04,15:27,17:51,04:46,03:18:01,"+31 30'38""",12.3,2.92,1.95,165.69,150.5,-22.00,20231112
515,15,241,241 Germania (A884 RA),13:23,15:27,17:32,04:09,03:18:01,"+23 41'32""",11.8,2.87,1.89,173.17,154.5,-28.34,20231112
516,16,409,409 Aspasia (A895 XC),13:30,15:29,17:27,03:57,03:19:21,"+21 45'59""",11.3,2.76,1.78,174.68,155.0,-29.69,20231112
517,17,154,154 Bertha (A875 VD),13:17,15:33,17:49,04:31,03:23:40,"+27 49'54""",12.6,3.40,2.43,168.87,151.5,-24.27,20231112
518,18,90,90 Antiope (A866 TA),13:53,15:37,17:21,03:27,03:27:37,"+17 49'22""",12.8,3.13,2.14,174.85,154.2,-31.51,20231112
519,19,144,144 Vibilia (A875 LA),14:12,15:45,17:17,03:05,03:35:10,"+15 29'42""",10.4,2.13,1.14,172.75,152.7,-32.03,20231112
520,20,895,895 Helio (A918 NA),13:17,15:51,18:24,05:06,03:41:13,"+39 30'56""",12.5,2.78,1.85,156.67,141.8,-12.76,20231112
521,21,363,363 Padua (A893 FD),14:18,16:07,17:56,03:37,03:57:43,"+19 03'45""",12.7,2.63,1.65,167.64,146.9,-25.71,20231112
522,22,481,481 Emita (A902 CB),14:27,16:08,17:49,03:21,03:59:00,"+17 09'38""",11.7,2.31,1.33,167.37,146.9,-26.81,20231112
523,23,182,182 Elsa (A878 CC),14:28,16:09,17:51,03:23,03:59:57,"+17 21'20""",11.1,1.96,0.987,167.15,146.6,-26.51,20231112
524,24,24,24 Themis (A853 GA),14:16,16:12,18:09,03:53,04:03:10,"+21 08'10""",11.7,3.08,2.11,166.05,145.3,-23.35,20231112
